,Inspection ID,DBA Name,AKA Name,License #,Facility Type,Risk,Address,City,State,Zip,Inspection Date,Inspection Type,Results,Violations,Latitude,Longitude,Location
615,2166612,Chicago Academy High School,Chicago Academy High School,46481.0,School,Risk 1 (High),3400 N Austin ,CHICAGO,IL,60634.0,2018-04-24,Canvass,Pass,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: INSTRUCTED TO ELEVATE MOP IN BETWEEN USE FOR SANITARY PURPOSES. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: THE HAND SINK IN THE STEAM ROOM IN THE KITCHEN IS SPRAYING OUT WATER IN ALL DIRECTIONS. INSTRUCTED TO CLEAN OR REPLACE SCREEN TO PROVIDE HOT/COLD RUNNING WATER UNDER CITY PRESSURE AND MAINTAIN. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: MUST INCREASE THE WATER SENSORS IN THE MEN'S AND STUDENT WASHROOMS TO A MINIMUM OF 15 SECONDS IN THE HIGH SCHOOL WINGS (2ND AND 3RD FLOOR).",41.9421543863,-87.7765057532,"(41.94215438626305, -87.77650575319704)"
634,2166608,UNO ROGERS PARK,UNO ROGERS PARK,3032646.0,School,Risk 1 (High),7416 N RIDGE BLVD ,CHICAGO,IL,60645.0,2018-04-24,Canvass,Out of Business,,42.0164644746,-87.6844413236,"(42.01646447464768, -87.68444132359953)"
669,2166568,PRINCI KITCHEN,PRINCI KITCHEN,2589569.0,Restaurant,Risk 1 (High),361 W CHESTNUT ST ,CHICAGO,IL,60610.0,2018-04-23,License,Pass,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: OBSERVED UNFINISHED, COARSE CONCRETE FLOORS IN HALL LEADING FROM LOCKERS TO RESTROOMS. MUST FINISH FLOOR TO BE SMOOTH, EASILY CLEANABLE.",41.8980411564,-87.637927981,"(41.898041156378945, -87.63792798101714)"
686,2160130,GLAZE TERIYAKI GRILL,GLAZE TERIYAKI GRILL,2405772.0,Restaurant,Risk 1 (High),3112 N BROADWAY ,CHICAGO,IL,60657.0,2018-04-16,Canvass,Pass,"41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: FOUND TOOLS STORED ON FOOD CONTAINER SHEVING UNITS. MUST RELOCATE. | 43. FOOD (ICE) DISPENSING UTENSILS, WASH CLOTHS PROPERLY STORED - Comments: FOUND WASH CLOTHS NOT PROPERLY STORED. MUST RELOCATE. | 45. FOOD HANDLER REQUIREMENTS MET - Comments: FOUND FOODHANDLERS AT PREMISES WITH NO FOODHANDLER TRAINING CERTIFICATE. MUST PROVIDE.",41.9380577712,-87.6444808126,"(41.93805777122924, -87.6444808125829)"
702,2159582,UNION LEAGUE CLUB,UNION LEAGUE CLUB,2570240.0,Restaurant,Risk 1 (High),65 W JACKSON BLVD ,CHICAGO,IL,60604.0,2018-04-05,License Re-Inspection,Pass,"16. FOOD PROTECTED DURING STORAGE, PREPARATION, DISPLAY, SERVICE AND TRANSPORTATION - Comments: CORRECTED | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: COLD WATER HANDLE IN POOR REPAIR. NO COLD WATER AT 1- COMPARTMENT SINK IN PREP AREA ON 6TH FL. INSTRUCTED TO REPAIR",41.8780456535,-87.630136799,"(41.878045653481664, -87.6301367989615)"
720,2166929,"J & C/El Senor Sombrero, Inc.",El Senor Sombrero,1168722.0,Restaurant,Risk 1 (High),5220 S PULASKI RD ,CHICAGO,IL,60632.0,2018-04-30,Complaint,Pass,"35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: STAINED CEILING TILES ON SITE. INSTD TO REPLACE AND MAINTAIN SAME. HOOD FILTER IN POOR REPAIR, NOT TIGHT FITTING. INSTD TO REPAIR AND MAINTAIN. | 43. FOOD (ICE) DISPENSING UTENSILS, WASH CLOTHS PROPERLY STORED - Comments: WIPING CLOTHS IMPROPERLY STORED. INSTD TO STORE IN SANTIZING SOLUTION.",41.79799187,-87.7234437408,"(41.797991869962225, -87.723443740796)"
721,2166926,ANCIEN,ANICEN,2446389.0,Restaurant,Risk 1 (High),1558 E 53RD ST ,CHICAGO,IL,60615.0,2018-04-30,Complaint,Fail,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: Observed approximately 20 live ants on floor of prep area. Observed approximately 75 mouse droppings on floors throughout prep area, along walls and under equipment; and on floor in rear storage area near restroom. Instructed to remove all ants and mouse droppings. Instructed to clean and sanitize affected areas. Instructed to contact pest control for service. Must eliminate pest issue. Serious citation 7-38-020.  | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: Observed pipes directly above 3 compartment and 1 compartment sinks in prep area. Must completely encase all pipes when in prep area. Must maintain same.

Observed excessive dust accumulation on ventilation cover in restroom. Must detail clean and maintain same.

Observed wrench used as a handle on hot water handle on 3 compartment sink. Observed no cold water handle on 3 compartment sink. Must provide hot and cold water handles for 3 compartment sink. (hot and cold water available). Must maintains same.

Observed hot water handle not working in 1 compartment sink. Must repair and maintain same.  | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: Observed excessive grease (black, thick) build up on grill press. Must detail clean and sanitize. Must maintain same. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: Observed excessive dirt and food debris under all equipment in front prep and rear storage area. Must detail clean and sanitize floors. Observed items stored throughout facility. Must elevate all items at least 6 inches above the floors to allow for proper cleaning. Must maintain same.  | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: Observed dark groves in heavily soiled/stained cutting board on reach in prep cooler. Must replace or resurface to prevent contamination. Must maintain same.  | 45. FOOD HANDLER REQUIREMENTS MET - Comments: Must provide proof of food handler training for all food handling employees. Must maintain records on site.  | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: Must place a thermometer inside all refrigeration, in a conspicuous spot. Must maintain same.  | 3. POTENTIALLY HAZARDOUS FOOD MEETS TEMPERATURE REQUIREMENT DURING STORAGE, PREPARATION DISPLAY AND SERVICE - Comments: Observed the following potentially hazardous foods at improper temperatures in the reach in prep cooler: uncooked eggs @ 53.1F; deli meat (ham) @ 52.9F; assorted cheeses @ 51.1F - 51.8F; salmon @ 52.3F; and hummus @ 51.4F. Instructed all potentially hazardous foods must be held at 40F or less or 140F or more at all times. Operator voluntarily discarded 10 lbs of denatured foods during inspection. Operator estimates cost to be approximately $20. Critical violation 7-38-005(a). | 2. FACILITIES TO MAINTAIN PROPER TEMPERATURE - Comments: Observed reach in prep cooler at improper (ambient air) temperature of 63.7F. Instructed all refrigeration must be held @ 40F or less at all times. Cooler has been tagged and held for inspection and may not be used until repaired. Critical violation 7-38-005(a). | 21. * CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE  PREPARED AND SERVED - Comments: Observed no city of Chicago certified food manager on site while potentially hazardous foods are being prepped (chicken, lattes with milk, etc.) Observed no city of Chicago food sanitation manager certificate posted in facility. Instructed must have original certificate posted in plain view at all times. Serious violation 7-38-012. ",41.7996773334,-87.5868106409,"(41.79967733344662, -87.58681064091066)"
734,2166882,LAS ASADAS,LAS ASADAS,2054547.0,Restaurant,Risk 1 (High),3834 W 47TH ST ,CHICAGO,IL,60632.0,2018-04-30,Canvass,Out of Business,,41.8080251528,-87.7200374304,"(41.80802515275297, -87.72003743037237)"
741,2166960,LAHORE FOOD & GRILL,LAHORE FOOD & GRILL,2511045.0,Restaurant,Risk 1 (High),2114-2116 W DEVON AVE ,CHICAGO,IL,60659.0,2018-04-30,Canvass,Pass,"35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: WATER DAMAGED CEILING TILE IN MENS WASHROOM. MUST REPLACE.----MISSING WALL BASEBOARD COVING AT THE ENTRANCE TO THE KITCHEN. MUST REPLACE.----WALL NEXT TO THE THREE COMPARTMENT SINK WITH FOOD SPLATTER. MUST CLEAN AND MAINTAIN. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: RAW WOODEN STOOL/TABLE WITH EXCESSIVE FOOD SPLATTER. MUST CLEAN, PAINT/SEAL.----PLASTIC SEALANT USED AS A PROTECTING ON ALL NEWLY PURCHASED PREP TABLE SHELVING FOUND PEELING. MUST REMOVE. ALSO PEELING PLASTIC ON MICROWAVES. MUST REMOVE TO HAVE ALL SURFACES SMOOTH AND CLEANABLE.----BULK ONION CONTAINER DIRTY WITH FOOD SPLATTER. MUST CLEAN AND MAINTAIN.",41.997952103,-87.6832302011,"(41.997952103044945, -87.68323020105014)"
742,2166962,JIMMY JOHNS SANDWICH SHOPS,JIMMY JOHNS SANDWICH SHOPS,1226727.0,Restaurant,Risk 1 (High),6153 N BROADWAY ,CHICAGO,IL,60660.0,2018-04-30,Canvass,Pass w/ Conditions,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: BROKEN RUBBER GASKET INSIDE THE DOOR OF THREE DOOR REACH-IN COOLER,INSTRUCTED TO REPAIR/REPLACE.IF IS REPAIRED MUST USE FOOD GRADE MATERIAL. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: FLOOR DRAIN INSIDE THE CABINET OF SELF SERVE POP MACHINE IN DINING AREA IS CLOGGED,INSTRUCTED TO REPAIR CAUSE. | 6. HANDS WASHED AND CLEANED, GOOD HYGIENIC PRACTICES; NO BARE HAND CONTACT WITH READY-TO-EAT FOODS. - Comments: POOR HYGIENIC PRACTICES.OBSERVED EMPLOYEE WITH GLOVED HANDS WIPING CUTTING BOARD,RINSING CLOTH AT THREE COMPARTMENT SINK,MOVING GARBAGE CONTAINER ETC, CHANGED GLOVES AND WITHOUT HAND WASHING  GLOVES HIS HANDS AGAIN AND BEGIN TO MAKE SANDWICH FOR CUSTOMER,READY TO EAT PRODUCTS: CUT BREAD, GRABBED SPROUT FROM PREP COOLER,ETC. INFORMATION GIVEN ON HAND WASHING AND GLOVE PROCEDURE.MANAGER SOLVED PROBLEM.
CRITICAL VIOLATION:7-38-010(A)",41.9938535749,-87.6602386356,"(41.99385357489393, -87.66023863563797)"
743,2166855,Thorp O.A.,Ole A Thorp Elementary,29301.0,School,Risk 1 (High),6024 W Warwick ,CHICAGO,IL,60634.0,2018-04-27,Canvass,Fail,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: CAULK WORN OUT AROUND THE WASHBOWL SINK IN THE STAFF WASHROOM 2ND FLOOR NORTH EAST. MUST RE CAULK AND MAINTAIN. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: PEELING PAINT ON THE WALLS INSIDE THE STAFF WASHROOM 2ND FLOOR NORTH EAST SIDE. MUST SCRAPE PEELING PAINT AND RE PAINT. | 18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: ENTRANCE DOOR #4, #5, #6, AND #8 WITH OVER 1/4 OF AN INCH GAP ON THE BOTTOM OF THE DOOR. INSTRUCTED TO RODENT/INSECTS PROOFED THE DOORS.
SERIOUS VIOLATION 7-38-020.",41.948598653,-87.7776402789,"(41.94859865303022, -87.77764027894194)"
744,2166958,HABIBI'S MEDITERRANEAN & MEXICAN GRILL,HABIBI'S MEDITERRANEAN & MEXICAN GRILL,2501822.0,Restaurant,Risk 1 (High),3246 W FOSTER AVE ,CHICAGO,IL,60625.0,2018-04-30,Canvass,Pass,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: FOUND GROCERY BAGS BEING USED AS A STORAGE BAG FOR FROZEN FOODS. INSTRUCTED TO REPLACE WITH FOOD GRADE STORAGE BAG. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: MUST CLEAN AND SANITIZE THE FOLLOWING: ALL PREP TABLES,UNDERNEATH THE PREP TABLES, MICROWAVE, EXTERIOR OF THE COOKING EQUIPMENT AND COOLERS,EXPOSED HAND SINK, ALL EXTERIOR OF BULK FOOD CONTAINERS.MOP SINK AND MAINTAIN. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: MUST CLEAN THE FLOOR THROUGHOUT THE PREP AREA, DISH WASHING AREA, ALONG THE WALL BASE, ALL CORNER, UNDER AND BEHIND THE COOKING EQUIPMENT AND MAINTAIN. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: WALLS BEHIND THE PREP TABLE IN THE REAR PREP AREA, WALLS BY THE MOP SINK, WALLS IN THE FRONT PREP AREA WITH FOOD STAINED. MUST CLEAN AND MAINTAIN.

MENS WASHROOM WALLS WITH HOLES BEHIND THE WASHBOWL SINK. MUST SEAL THE HOLES AND MAINTAIN.  | 42. APPROPRIATE METHOD OF HANDLING OF FOOD (ICE) HAIR RESTRAINTS AND CLEAN APPAREL WORN - Comments: OBSERVED TWO EMPLOYEES PREPARING FOOD NOT WEARING HAIR RESTRAINT. INSTRUCTED TO WEAR HAIR RESTRAINT TO CONFINE THE HAIR. | 43. FOOD (ICE) DISPENSING UTENSILS, WASH CLOTHS PROPERLY STORED - Comments: WIPING CLOTH FOR WIPING THE PREP TABLES, CHOPPING BOARD, COOLERS, DINING TABLES MUST BE STORED ON A BUCKET WITH SANITIZING SOLUTION. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: MISSING TWO MORE WORKING DRAIN STOPPERS FOR THE 3 COMPT SINK. MUST PROVIDE. | 31. CLEAN MULTI-USE UTENSILS AND SINGLE SERVICE ARTICLES PROPERLY STORED: NO REUSE OF SINGLE SERVICE ARTICLES - Comments: ALL CLEAN UTENSILS, POTS, PANS, FOOD CONTAINERS, TRAYS MUST BE STORED UPSIDE DOWN/INVERTED TO PREVENT POSSIBLE CONTAMINATION AND DUST BUILD-UP.",41.9758361209,-87.7105881718,"(41.975836120944784, -87.71058817183558)"
745,2166956,JET STAR FOOD MART,JET STAR FOOD MART,2535471.0,Grocery Store,Risk 2 (Medium),4858 S COTTAGE GROVE AVE ,CHICAGO,IL,60615.0,2018-04-30,Complaint Re-Inspection,Pass,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: Observed cracked flooring in rear of store. Must repair and maintain same. Observed items stored on the floor throughout rear of store. Must elevate all items at least 6 inches above the floor to allow proper cleaning. Must maintain same.	 | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: Observed broken sliding door on rear cooler in rear prep area. Cooler has cardboard in place of broken glass. Must repair to make non-porous, smooth and easily cleanable. Must maintain same.	 | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: Must provide thermometers in all refrigeration units, in a conspicuous spot. Must maintain same.	 | 42. APPROPRIATE METHOD OF HANDLING OF FOOD (ICE) HAIR RESTRAINTS AND CLEAN APPAREL WORN - Comments: Observed food handler in front prep area without proper hair restraint. All food handlers must wear hair restraints (hat, hair net, etc.) while in front prep area. Must maintain same.	 | 2. FACILITIES TO MAINTAIN PROPER TEMPERATURE - Comments: Violation corrected. Tag has been removed from 3 door display cooler. Ambient air temperature is 30.9F. May resume using cooler. ",41.80598255,-87.6066364158,"(41.805982549959, -87.6066364157808)"
746,2166953,SUBWAY,SUBWAY,2134794.0,Restaurant,Risk 1 (High),6072-6074 N NORTHWEST HWY ,CHICAGO,IL,60631.0,2018-04-30,Canvass Re-Inspection,Fail,"16. FOOD PROTECTED DURING STORAGE, PREPARATION, DISPLAY, SERVICE AND TRANSPORTATION - Comments:  FOUND INTERIOR SURFACES OF ICE MACHINE WITH VISIBLE MOLD LIKE SUBSTANCES (PINK AND BLACK SLIMY SUBSTANCE) SEVERE BUILD-UP LIKELY TO CONTAMINATE THE ICE WHICH TO BE USED FOR HUMAN CONSUMPTION. INSTRUCTED TO EMPTY ICE MACHINE. MUST CLEAN (WASH, RINSE AND SANITIZE) AND MAINTAIN. SERIOUS VIOLATION 7-38-005(A)  | 18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: FOUND FRONT ENTRANCE BOTTOM BETWEEN 2 DOORS NOT RODENT PROOFED WITH 1/4 INCH GAP/OPENING. INSTRUCTED TO RODENT PROOFED BOTTOM OF THE SAID DOORS. SERIOUS VIOLATION 7-38-020 
 | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: Corrected.",41.9916518533,-87.7980969543,"(41.99165185328709, -87.79809695431013)"
747,2166951,D'ANARDO,D'ANARDO,16516.0,Restaurant,Risk 1 (High),6535 W 63RD ST ,CHICAGO,IL,60638.0,2018-04-30,Canvass,Pass,"33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: OBSERVED THE FOLLOWING NOT CLEAN,#10 CAN OPENER, SLICER, AND FLOOR MIXER, INSTRUCTED TO CLEAN AND SANITIZE. ALSO CLEAN WALK-IN COOLER STORAGE RACKS. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: OBSERVED THE WALL AROUND THE #10 CAN OPENER NOT CLEAN FOOD SPLASHES, INSTRUCTED TO CLEAN.",41.7775097978,-87.7851457717,"(41.777509797762576, -87.78514577168241)"
748,2166945,I'M NUTRITION,I'M NUTRITION,2595019.0,Restaurant,Risk 2 (Medium),3117 W 63RD ST ,CHICAGO,IL,60629.0,2018-04-30,License,Fail,"19. OUTSIDE GARBAGE WASTE GREASE AND STORAGE AREA; CLEAN, RODENT PROOF, ALL CONTAINERS COVERED - Comments: NO LICENSED DUMPSTER ON SITE OR SIGNED CONTRACT. INSTD TO PROVIDE. | 22. DISH MACHINES: PROVIDED WITH ACCURATE THERMOMETERS, CHEMICAL TEST KITS AND SUITABLE GAUGE COCK - Comments: NO CHEMICAL TEST KIT ON SITE FOR 3-COMPARTMENT SINK. INSTD TO PROVIDE. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: LOCKED CABINETS IN PREP AREA. INSTD TO HAVE UNLOCKED FOR INSPECTION. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: NO BACKFLOW DEVICE ON ICE MACHINE. INSTD TO PROVIDE PROPER BACKFLOW DEVICE. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: STAINED CEILING TILES ON SITE. INSTD TO REPLACE AND MAINTAIN SAME.",41.778885845,-87.7014891688,"(41.778885844975974, -87.70148916875044)"
749,2166943,PAPA PHILLY AND FOOD,PAPA PHILLY AND FOOD,2164105.0,Restaurant,Risk 1 (High),3224 W FOSTER AVE ,CHICAGO,IL,60625.0,2018-04-30,Recent Inspection,Pass,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: DETAIL CLEAN THE FLOOR IN THE REAR STORAGE /PREP AREA AND RE GROUT THE FLOOR AND MAINTAIN.",41.9758462205,-87.7096816298,"(41.97584622052377, -87.70968162978451)"
