,Inspection ID,DBA Name,AKA Name,License #,Facility Type,Risk,Address,City,State,Zip,Inspection Date,Inspection Type,Results,Violations,Latitude,Longitude,Location
1268,2135928,BOO BAE TEA INC,BOO BAE TEA,2570290.0,Restaurant,Risk 2 (Medium),1013 W Webster AVE ,CHICAGO,IL,60614.0,2018-01-24,License,Pass,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: OBSERVED DIRT AND DEBRIS ON FLOOR BEHIND REFRIGERATOR LOCATED IN FOOD PREP AREA.MUST CLEAN AND MAINTAIN.",41.9216198406,-87.6540505858,"(41.92161984057171, -87.65405058579164)"
1966,2135335,TACO  BELL #30409,TACO BELL,2320537.0,Restaurant,Risk 1 (High),2575 N CLYBOURN AVE ,CHICAGO,IL,60614.0,2018-01-11,Canvass Re-Inspection,Pass,"19. OUTSIDE GARBAGE WASTE GREASE AND STORAGE AREA; CLEAN, RODENT PROOF, ALL CONTAINERS COVERED - Comments: OUTSIDE GARBAGE AREA NOW ADEQUATE MAINTAINED. OBSERVED OUTSIDE GARBAGE DUMPSTERS ADEQUATE MAINTAINED. LIDS NOW CLOSED PROPERLY. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: CORRECTED.",41.9286690206,-87.6737792046,"(41.928669020585914, -87.67377920462141)"
2081,2135861,PALETERIA Y NEVERIA LA MEXICANA YOGURT AND CHURRO,LA MEXICANA TAMALE CART,2506213.0,Mobile Prepared Food Vendor,Risk 3 (Low),4171 S ARCHER AVE ,CHICAGO,IL,60632.0,2018-01-23,License,Fail,"29. PREVIOUS MINOR VIOLATION(S) CORRECTED 7-42-090 - Comments: PREVIOUS MINOR VIOLATION FROM 1/10/17 REPORT 1979157: NOT CORRECTED: 30-OBSERVED NO DBA NAME ON THE LATERAL SIDE OF THE CART, INSTRUCTED TO PROVIDE BUSINESS NAME LEGIBLY PAINTED IN LETTERS AT LEAST TWO INCHES IN HEIGHT IN A CONSPICUOUS PLACE ON EACH LATERAL SIDE OF CART. VIOLATION 7-42-090 SERIOUS.",41.8176175888,-87.698257748,"(41.81761758884696, -87.69825774800141)"
2335,2144340,VIENNA SAUSAGE,VIENNA SAUSAGE,2463073.0,Restaurant,Risk 1 (High),3847 S MORGAN ST ,CHICAGO,IL,60609.0,2018-01-31,Complaint,Pass,"33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: Observed excessive grease build up on lower interior of 2 fryers in front prep area. Must detail clean and sanitize. Must maintain same. ",41.8241503637,-87.6506580322,"(41.82415036365103, -87.6506580321786)"
2878,2144338,FRESHII,FRESHII,2446395.0,Restaurant,Risk 1 (High),1166 W MADISON ST ,CHICAGO,IL,60607.0,2018-01-31,Canvass Re-Inspection,Pass w/ Conditions,"9. WATER SOURCE: SAFE, HOT & COLD UNDER CITY PRESSURE - Comments: HOT WATER HAS BEEN RESTORED AT ALL EXPOSED HAND SINKS, INCLUDING TOILET ROOMS, AND IN THE 3-COMP SINK. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: COVING ON WALL HAS BEEN REPAIRED.",41.8817313245,-87.6568507935,"(41.881731324473414, -87.65685079354886)"
3482,2144334,SUBWAY,SUBWAY,70217.0,Restaurant,Risk 1 (High),300 E RANDOLPH ST ,CHICAGO,IL,60601.0,2018-01-31,Canvass,Pass,"36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: INADEQUATE LIGHTING IN ALL WALK-IN COOLERS, INSTRUCTED TO PROVIDE ADDITIONAL LIGHT | 37. TOILET ROOM DOORS SELF CLOSING: DRESSING ROOMS WITH LOCKERS PROVIDED: COMPLETE SEPARATION FROM LIVING/SLEEPING QUARTERS - Comments: NO HANDS WASHING SIGNS IN EMPLOYEE TOILET ROOMS, INSTRUCTED TO INSTALL.",41.8846237846,-87.6204760444,"(41.88462378463585, -87.62047604442976)"
3496,2145266,EVITA ARGENTINIAN STEAKHOUSE,EVITA,2464488.0,Restaurant,Risk 1 (High),6112 N LINCOLN AVE ,CHICAGO,IL,60659.0,2018-01-31,Canvass,No Entry,,41.9931511433,-87.7120994051,"(41.993151143293765, -87.71209940511191)"
3497,2144328,5 STAR INDIA,5 STAR INDIA & PAKISTANI CUISINE,1647488.0,Restaurant,Risk 1 (High),420 S CLARK ST ,CHICAGO,IL,60605.0,2018-01-31,Complaint,Fail,"3. POTENTIALLY HAZARDOUS FOOD MEETS TEMPERATURE REQUIREMENT DURING STORAGE, PREPARATION DISPLAY AND SERVICE - Comments: OBSERVED POTENTIALLY HAZARDOUS FOODS AT IMPROPER COLD HOLDING TEMPERATURES LOCATED IN THE 3 DOOR REFRIGERATOR IN THE FOOD PREP AREA; 10LBS OF GINGER GARLIC PASTE AT 50.0F, 5 LBS OF CURRY CHICKEN AT 46.4F, 10 LBS OF TOMATO ONION SAUCE AT 52.4F, 5 LBS OF TOMATO STEW AT 48.2F, 5 LBS OF LENTIL SOUP AT 48.9F, AND 5 LBS OF CREAM SAUCE AT 53.0F, AND 5 LBS OF CHICK PEAS AT 49.3F. INSTRUCTED EMPLOYEE TO DISCARD AND DENATURE ALL SAID POTENTIALLY HAZARDOUS FOODS AND TO MAINTAIN ALL COLD HOLDING POTENTIALLY HAZARDOUS FOODS AT 40F OR BELOW AT ALL TIMES. CRITICAL VIOLATION 7-38-005(A). | 16. FOOD PROTECTED DURING STORAGE, PREPARATION, DISPLAY, SERVICE AND TRANSPORTATION - Comments: OBSERVED FOOD NOT PROTECTED. OBSERVED FENNEL SEEDS IN AN UNCOVERED CONTAINER LOCATED AT THE FRONT CUSTOMER COUNTER. EMPLOYEE STATES THAT FENNEL SEEDS ARE FOR CUSTOMERS TO CONSUME AFTER THEY EAT. INSTRUCTED TO KEEP CONTAINER COVERED AT ALL TIMES. EMPLOYEE PROVIDED A COVER FOR SAID CONTAINER DURING THE INSPECTION. SERIOUS VIOLATION 7-38-005(A). | 19. OUTSIDE GARBAGE WASTE GREASE AND STORAGE AREA; CLEAN, RODENT PROOF, ALL CONTAINERS COVERED - Comments: OBSERVED OUTSIDE GARBAGE DUMPSTER NOT MAINTAINED. OBSERVED OUTSIDE GARBAGE DUMPSTER OVERFLOWING WITH GARBAGE, DUMPSTER LID DAMAGED WITH HOLES AND GREASE DUMPSTER LID WITH ACCUMULATED GREASE AND DIRT DEBRIS. INSTRUCTED TO NEVER ALLOW GARBAGE DUMPSTER TO OVERFLOW AND REPAIR LID AS WELL AS CLEAN GREASE AND DIRT DEBRIS FROM THE GREASE DUMPSTER AND MAINTAIN ALL. RECOMMENDED ADDITIONAL GARBAGE PICK UPS OR ADDITIONAL DUMPSTERS. SERIOUS VIOLATION 7-38-020. | 21. * CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE  PREPARED AND SERVED - Comments: OBSERVED NO CITY OF CHICAGO FOOD SERVICE SANITATION MANAGER ON SITE NOR ON DUTY NOR A VALID CITY OF CHICAGO FOOD SERVICE SANITATION MANAGER CERTIFICATE POSTED FOR PUBLIC VIEW DURING THE INSPECTION. INSTRUCTED TO HAVE A CITY OF CHICAGO FOOD SERVICE SANITATION MANAGER ON SITE AND ON DUTY PLUS CITY OF CHICAGO FOOD SERVICE SANITATION MANAGER'S CERTIFICATE POSTED AT ALL TIMES FACILITY IS OPEN AND OPERATING. SERIOUS VIOLATION 7-38-012. | 28. * INSPECTION REPORT SUMMARY DISPLAYED AND VISIBLE TO ALL CUSTOMERS - Comments: OBSERVED PREVIOUS INSPECTION SUMMARY NOT DISPLAYED AND VISIBLE TO ALL CUSTOMERS. INSTRUCTED TO POST PREVIOUS INSPECTION SUMMARY FOR PUBLIC VIEW AT ALL TIMES. SERIOUS VIOLATION 7-42-010(B). | 30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: OBSERVED ALL POTENTIALLY HAZARDOUS FOODS (CHICKEN, RICE, CREAM SAUCE) OUT OF THE ORIGINAL PACKAGING AND HELD FOR OVER 24 HOURS WITHOUT LABELS CONTAINING PRODUCT NAME AND DATE LOCATED IN THE PREP COOLER, REACH IN FREEZER, AND BOTH OF THE 3 DOOR REFRIGERATORS. INSTRUCTED TO PROVIDE PROPER LABELS FOR ALL POTENTIALLY HAZARDOUS FOODS THAT ARE OUT OF THE ORIGINAL PACKAGING AND HELD FOR OVER 24 HOURS AND MAINTAIN. | 31. CLEAN MULTI-USE UTENSILS AND SINGLE SERVICE ARTICLES PROPERLY STORED: NO REUSE OF SINGLE SERVICE ARTICLES - Comments: OBSERVED MULTI USE UTENSILS (CONTAINERS) BEING STORED DIRECTLY INSIDE OF ALL SAUCES AND INSIDE OF RICE COOKER. INSTRUCTED TO NOT STORE CONTAINERS INSIDE OF SAUCES OR RICE AND MAINTAIN. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: OBSERVED RAW WOOD SHELVES LOCATED IN THE REAR OF THE FACILITY ACROSS FROM THE DRY STORAGE RACKS. INSTRUCTED TO SEAL RAW WOOD AND MAINTAIN. OBSERVED POTENTIALLY HAZARDOUS FOODS (CREAM SAUCE, TOMATO SAUCE) BEING STORED IN DISH DETERGENT CONTAINERS AND POTENTIALLY HAZARDOUS FOODS (CHICKEN) ALSO BEING STORED IN GROCERY BAGS. INSTRUCTED TO PROVIDE FOOD GRADE CONTAINER AND BAGS TO STORE FOODS IN AND MAINTAIN. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: OBSERVED FLOORS THRU OUT FACILITY WITH ACCUMULATED DIRT DEBRIS LOCATED IN THE FOOD PREP AREA AND ACCUMULATED DIRT DEBRIS LOCATED IN THE BASEMENT. INSTRUCTED TO CLEAN ALONG THE WALLS AND IN ALL CORNERS AND MAINTAIN. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: OBSERVED DAMAGED CEILING TILES THRU OUT THE FOOD PREP AREA. INSTRUCTED TO REPLACE DAMAGED CEILING TILES AND MAINTAIN. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: OBSERVED A MINOR LEAK AT THE FAUCET OF THE UTILITY SINK. INSTRUCTED TO REPAIR AND MAINTAIN. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: OBSERVED EXCESSIVE CLUTTER IN THE BASEMENT AND EVERYTHING STORED ON THE FLOOR ALSO IN THE BASEMENT. INSTRUCTED TO REMOVE UNNECESSARY CLUTTER AND TO ELEVATE EVERYTHING AT LEAST 6 INCHES FROM THE GROUND AND MAINTAIN. | 45. FOOD HANDLER REQUIREMENTS MET - Comments: OBSERVED FOOD HANDLER'S REQUIREMENT NOT MET. OBSERVED NO FOOD HANDLER'S CERTIFICATES AVAILABLE FOR ALL FOOD HANDLERS AND DISH WASHERS. INSTRUCTED TO MEET REQUIREMENT AND MAINTAIN.",41.87643561,-87.6308830986,"(41.87643560996343, -87.63088309864014)"
3508,2144296,STARBUCKS COFFEE #50882,STARBUCKS COFFEE,2578378.0,Restaurant,Risk 2 (Medium),5505 S KEDZIE AVE ,CHICAGO,IL,60632.0,2018-01-31,License,Pass,,41.7933124908,-87.7034004968,"(41.79331249080055, -87.70340049681201)"
3756,2144286,CHIPOTLE MEXICAN GRILL #2796,CHIPOTLE,2476563.0,Restaurant,Risk 1 (High),7561 S CICERO AVE ,CHICAGO,IL,60652.0,2018-01-30,Canvass,Pass,"33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: OBSERVED FRONT CUTTING BOARD NOT CLEAN, INSTRUCTED TO CLEAN AND SANITIZE. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: OBSERVED STANDING WATER ON REAR FLOOR, INSTRUCTED TO REMOVE THE STANDING WATER/DRY MOP,KEEP FLOOR DRY.",41.7548718521,-87.7413924274,"(41.75487185207139, -87.74139242741532)"
3763,2144274,GUS REMUS,UNCLE REMUS CHICKEN,2134452.0,Restaurant,Risk 1 (High),4236 W MADISON ST ,CHICAGO,IL,60624.0,2018-01-30,Canvass,Fail,"10. SEWAGE AND WASTE WATER DISPOSAL, NO BACK SIPHONAGE, CROSS  CONNECTION AND/OR BACK FLOW - Comments: IMPROPER WASTE WATER DISPOSAL.  OBSERVED WASTE WATER BACKING UP AND LEAKING FROM THE GREASE TRAP UNDER THE 3 COMPARTMENT SINK CAUSING WASTE WATER TO FLOW ONTO THE FLOOR OF THE REAR FOOD PREP AREA.  MANAGEMENT INSTRUCTED TO REPLACE THE GREASE TRAP AND REPAIR ALL PLUMBING UNDER THE 3 COMPARTMENT SINK.
CRITICAL VIOLATION 7-38-030. | 12. HAND WASHING FACILITIES: WITH SOAP AND SANITARY HAND DRYING DEVICES, CONVENIENT AND ACCESSIBLE TO FOOD PREP AREA - Comments: EMPLOYEE WASHROOM AND HANDWASHING FACILITIES IMPROPERLY MAINTAINED AND NOT SUPPLIED WITH SOAP AND PAPER TOWELS.  OBSERVED NO PAPER TOWELS AT THE FRONT AND REAR EXPOSED HANDWASHING SINKS AND IN THE 2ND WASHROOM.  NO TOILET PAPER WAS OBSERVED IN THE WASHROOMS.  FIRST WASHROOM IS IMPROPERLY MAINTAINED.  THERE IS GREASE DRIPPING FROM THE WALLS AND CEILING INTO THE TOILET.  THE TOILET SEAT IS NOT PROPERLY FASTENED TO THE TOILET AND THE WALLS AND FLOOR ARE DIRTY.  MANAGEMENT INSTRUCTED TO SUPPLY SOAP AND PAPER TOWELS AT ALL HANDWASHING SINKS AT ALL TIMES AND SUPPLY TOILET PAPER IN ALL WASHROOMS.  WASHROOMS MUST BE CLEANED AND MAINTAINED THROUGHOUT.
CRITICAL VIOLATION 7-38-030. | 13. NO EVIDENCE OF RODENT OR INSECT INFESTATION, NO BIRDS, TURTLES OR OTHER ANIMALS - Comments: OBSERVED EVIDENCE OF RODENT ACTIVITY IN THE REAR FOOD PREP AREA AND A LIVE RAT RUN ACROSS THE FLOOR IN THE REAR FOOD PREP AREA.  OVER 100 RAT DROPPINGS WERE OBSERVED SCATTERED ON THE FLOOR BEHIND EQUIPMENT AND ALONG THE WALLS IN THE REAR FOOD PREP AREA AND ON TOP OF UNUSED EQUIPMENT.  NO PEST CONTROL LOG BOOK PROVIDED ON THE PREMISES AND FRONT DOOR NOT RODENT PROOF.  THERE IS A 1/2' GAP AT THE BOTTOM OF THE FRONT DOOR.  MUST CLEAN AND REMOVE ALL RODENT DROPPINGS THROUGHOUT THE PREMISES, PROVIDE A PEST CONTROL LOG BOOK FROM A LICENSED PEST CONTROL COMPANY AND RODENT PROOF THE FRONT DOOR.
CRITICAL VIOLATION 7-38-020. | 21. * CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE  PREPARED AND SERVED - Comments: NO CITY OF CHICAGO CERTIFIED FOOD MANAGER PRESENT WITH A CITY OF CHICAGO FOOD SANITATION CERTIFICATE WHILE POTENTIALLY HAZARDOUS FOODS ARE BEING PREPARED AND SERVED.  PREMISES SERVES FRIED CHICKEN AND PIZZA PUFFS.  MANAGEMENT INSTRUCTED THAT A CERTIFIED FOOD MANAGER MUST BE PRESENT AT ALL TIMES WHILE POTENTIALLY HAZARDOUS FOODS ARE BEING PREPARED AND SERVED.
SERIOUS VIOLATION 7-38-012. | 19. OUTSIDE GARBAGE WASTE GREASE AND STORAGE AREA; CLEAN, RODENT PROOF, ALL CONTAINERS COVERED - Comments: OUTSIDE GARBAGE AREA IMPROPERLY MAINTAINED.  OBSERVED LARGE PILES OF TRASH, GARBAGE AND UNUSED EQUIPMENT STORED THROUGHOUT THE AREA OUTSIDE OF THE RESTAURANT.  OBSERVED GARBAGE OVERFLOWING OVER THE TOP OF THE GARBAGE CONTAINER AND CONTAINERS NOT CLOSED AND COVERED.  OBSERVED GREASE ON THE SIDES AND TOP OF THE GREASE CONTAINERS.  MANAGEMENT INSTRUCTED TO MAINTAIN ADEQUATE GARBAGE PICKUP SO THAT GARBAGE DOES NOT OVERFLOW OVER THE TOP OF THE CONTAINERS AND CREATE PEST HARBORAGE CONDITIONS.
SERIOUS VIOLATION 7-38-020. | 29. PREVIOUS MINOR VIOLATION(S) CORRECTED 7-42-090 - Comments: PREVIOUS MINOR VIOLATIONS #34, 35, 38 AND 41 NOT CORRECTED FROM REPORT #2009582 ON 3/30/17:

34 - FLOORS NEED CLEANING AND REPAIRING IN THE PREP AREAS AND THE REAR STORAGE AREAS. MUST REPAIR AND MAINTAIN. 

35 - NOTED CEILING TILES IN POOR REPAIR (BROKEN AND/OR MISSING). MUST REPAIR AND MAINTAIN. 

38 - NOTED A LEAK AT THE REAR 3 COMPARTMENT SINK FAUCET AND REAR EXPOSED HAND SINK. MUST REPAIR AND MAINTAIN. ALSO CLEAN THE FILTERS ABOVE THE COOKING EQUIPMENT. 

41 - NOTED CLUTTER IN THE REAR STORAGE AREAS. MUST REMOVE AND/OR ORGANIZE TO PREVENT HARBORGE. 

SERIOUS VIOLATION 7-42-090. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: OBSERVED PLASTIC GROCERY BAGS USED TO STORE FROZEN FOODS IN THE FREEZER.  MANAGEMENT INSTRUCTED TO USE ONLY FOOD GRADE STORAGE BAGS AND CONTAINERS.

REPLACE CHEST FREEZER WITH EXPOSED INSULATION INSIDE OF THE DOOR. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: CLEAN THE INTERIOR AND EXTERIOR OF ALL PREP COOLERS AND FREEZER, PREP TABLES, INTERIOR AND EXTERIOR OF DEEP FRYERS AND STOVE, MICROWAVE, 3 COMPARTMENT SINK AND DRAINBOARD. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: REPAIR THE SOURCE OF THE ROOF LEAKS IN THE PREP AREAS, WASHROOMS AND DINING AREA.
REPLACE THE WOOD WALLS THAT ARE IN DISREPAIR.  REPAIR ALL OPENINGS IN THE WALLS TO PREVENT RODENT HARBORAGE CONDITIONS. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: OBSERVED SEVERAL LIGHT SHIELDS MISSING IN THE FOOD PREP AREAS.  MUST PROVIDE LIGHT SHIELDS IN ALL FOOD PREP AREAS.  INADEQUATE LIGHTING PROVIDED IN THE REAR FOOD PREP AREA.  MUST PROVIDE ADDITIONAL LIGHTING IN THIS AREA. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: THE HANDWASHING SINK IN THE FIRST WASHROOM IS SLOW DRAINING.  MUST REPAIR THE SINK SO THAT IT DRAINS PROPERLY. | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: OBSERVED SEVERAL PREP COOLERS WITHOUT A VISIBLE THERMOMETER INSIDE.  MUST PROVIDE THERMOMETERS INSIDE OF ALL PREP COOLERS. | 42. APPROPRIATE METHOD OF HANDLING OF FOOD (ICE) HAIR RESTRAINTS AND CLEAN APPAREL WORN - Comments: HAIR RESTRAINTS ARE NEEDED FOR ALL FOOD HANDLING EMPLOYEES.  MUST PROVIDE. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: MUST SEAL THE OPENING TO THE GREASE CLEANOUT UNDER THE FLOOR IN THE REAR FOOD PREP AREA.",41.880760306,-87.7320679814,"(41.88076030595403, -87.7320679813962)"
3780,2144267,WENDY'S,WENDY'S,1145755.0,Restaurant,Risk 1 (High),7601 S CICERO AVE ,CHICAGO,IL,60652.0,2018-01-30,Short Form Complaint,Pass,"35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: OBSERVED THE WALL BY THE DRIVE THRU ICECREAM MACHINE PEELING PAINT. INSTRUCTED TO REMOVE THE PEELING PAINT, AND RESEAL. ALSO CLEAN HOOD/FLITER OVER REAR COOKING AREA. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: VIOLATION CORRECTED",41.7546601244,-87.7413847586,"(41.75466012439374, -87.74138475860521)"
3824,2144243,KINDRED CHICAGO-CENTRAL HOSPITAL,KINDRED CHICAGO-CENTRAL HOSPITAL,2206262.0,Restaurant,Risk 1 (High),4058 W MELROSE ST ,CHICAGO,IL,60641.0,2018-01-30,Canvass,Pass,,41.9400829829,-87.7295460972,"(41.94008298285754, -87.72954609719962)"
4182,2135927,THE NEXT GENERATION DAYCARE,THE NEXT GENERATION DAYCARE,2240995.0,Children's Services Facility,Risk 1 (High),21-23 E 59TH ST ,CHICAGO,IL,60637.0,2018-01-24,License,Fail,"22. DISH MACHINES: PROVIDED WITH ACCURATE THERMOMETERS, CHEMICAL TEST KITS AND SUITABLE GAUGE COCK - Comments: OBSERVED NO CHEMICAL SANITIZER TEST KIT AVAILABLE DURING INSPECTION. INSTRUCTED MANAGER TO PROVIDE TEST KIT FOR PROPER SANITIZER CONCENTRATION. SERIOUS VIOLATION 7-38-030 | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: CLEAN VENTILATION FANS IN WASHROOMS(DUST BUILDUP). REPLACE ALL STAINED CEILING TILES IN WASHROOM AND STORAGE AREAS.",41.7872685439,-87.6246223005,"(41.78726854392145, -87.62462230048358)"
