,Inspection ID,DBA Name,AKA Name,License #,Facility Type,Risk,Address,City,State,Zip,Inspection Date,Inspection Type,Results,Violations,Latitude,Longitude,Location
1245,2145791,Vanderpoel Magnet,Vanderpoel Magnet,29311.0,School,Risk 1 (High),9510 S Prospect (1700W) ,CHICAGO,IL,60643.0,2018-03-02,Canvass,Pass,"35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: OBSERVED THE FIRST FLOOR BOYS AND GIRLS RESTROOM WALLS IN POOR REPAIR, INSTRUCTED TO REPAIR.",41.7207815219,-87.6655852567,"(41.720781521886025, -87.66558525674999)"
1261,2145775,MOBIL,MOBIL,2298454.0,GAS STATION,Risk 1 (High),5901 S MORGAN ST ,CHICAGO,IL,60621.0,2018-03-01,Canvass,Out of Business,,41.7868671095,-87.6496788646,"(41.786867109468275, -87.64967886462313)"
1605,2150997,THE FAMOUS TACO BURRITO KING,THE FAMOUS TACO BURRITO KING,1047362.0,Restaurant,Risk 1 (High),3603 N WESTERN AVE ,CHICAGO,IL,60618.0,2018-03-26,Canvass Re-Inspection,Pass,"29. PREVIOUS MINOR VIOLATION(S) CORRECTED 7-42-090 - Comments: ALL PREVIOUS MINOR VIOLATIONS HAVE BEEN CORRECTED. SERIOUS VIOLATION CORRECTED | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: MUST ELEVATE MOPS IN BETWEEN USE FOR SANITARY PURPOSES. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: THE REAR EXPOSED HAND SINK IS SLOW DRAINING. INSTRUCTED TO CONTACT A PLUMBER TO REPAIR SINK TO PROVIDE ADEQUATE DRAINING AT ALL TIMES.",41.9468797901,-87.6881138314,"(41.946879790091614, -87.68811383137822)"
1707,2159217,UNION LEAGUE CLUB,UNION LEAGUE CLUB,2570240.0,Restaurant,Risk 1 (High),65 W JACKSON BLVD ,CHICAGO,IL,60604.0,2018-03-30,License Re-Inspection,Fail,"11. ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, DESIGNED, AND MAINTAINED - Comments: CORRECTED | 16. FOOD PROTECTED DURING STORAGE, PREPARATION, DISPLAY, SERVICE AND TRANSPORTATION - Comments: OBSERVED WASTE WATER PIPES IN CEILINGS OF IN PREP AREAS, DISH WASHING, UTENSIL STORAGE AREAS, ON 4TH FL. INSTRUCTED TO INSTALL CEILING OR ENCASE ALL PIPING. MUST BE SMOOTH AND EASILY CLEANABLE. SERIOUS VIOLATION 7-38-005A. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: COLD WATER HANDLE IN POOR REPAIR. NO COLD WATER AT 1- COMPARTMENT SINK IN PREP AREA ON 6TH FL. INSTRUCTED TO REPAIR.",41.8780456535,-87.630136799,"(41.878045653481664, -87.6301367989615)"
1758,2151181,JUST SALAD,JUST SALAD,2447096.0,Restaurant,Risk 1 (High),135 S LA SALLE ST ,CHICAGO,IL,60603.0,2018-03-29,Canvass Re-Inspection,Pass,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: CORRECTED",41.880079905,-87.6321641885,"(41.88007990497848, -87.63216418853726)"
1765,2151179,SMOKE DADDY,SMOKE DADDY,2550837.0,Restaurant,Risk 3 (Low),3636 N CLARK AVE ,CHICAGO,IL,60613.0,2018-03-29,License Re-Inspection,Pass,,41.9481178516,-87.6574219202,"(41.94811785164419, -87.65742192017119)"
1781,2151178,SMOKE DADDY,SMOKE DADDY,2550836.0,Restaurant,Risk 1 (High),3636 N CLARK AVE ,CHICAGO,IL,60613.0,2018-03-29,License Re-Inspection,Pass,"35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: VIOLATION CORRECTED | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: VIOLATION CORRECTED",41.9481178516,-87.6574219202,"(41.94811785164419, -87.65742192017119)"
1790,2151176,MORDECAI BROWN,MORDECAI BROWN,2575403.0,Restaurant,Risk 1 (High),3632 N CLARK ST ,CHICAGO,IL,60613.0,2018-03-29,License,Pass,,41.9480163521,-87.6573396684,"(41.94801635212034, -87.65733966838366)"
1835,2159273,BITES ASIAN TAPAS & SUSHI,BITES ASIAN TAPAS & SUSHI,1883543.0,Restaurant,Risk 1 (High),3313 N CLARK ST ,CHICAGO,IL,60657.0,2018-03-30,Canvass,Fail,"29. PREVIOUS MINOR VIOLATION(S) CORRECTED 7-42-090 - Comments: FOUND PREVIOUS MINOR VIOLATION NOT CORRECTED FROM REPORT DATED 7-10-17. INSPECTION # 2069633. VIOLATION 36. MUST REPLACE MISSING AND BROKEN LIGHT SHIELDS IN BASEMENT PREP AND DISHROOM OR PROVIDE SHATTER PROOF BULBS. SERIOUS VIOLATION. 7-42-090.  | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FOUND FLOORS NOT CLEAN AT BASEMENT. MUST CLEAN AND SANITIZE. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: FOUND CLUTTER INSIDE HOT WATER TANK AREAS. (OLD EQUIPMENT,GARBAGE, ETC.) MUST CLEAN OUT HOT WATER TANK AREAS AT BASEMENT.",41.9421601726,-87.6522898704,"(41.94216017259626, -87.65228987037567)"
1838,2159281,ELIAS ENTERPRISE INC,NANCY'S PIZZA,23225.0,Restaurant,Risk 1 (High),3970 N ELSTON AVE ,CHICAGO,IL,60618.0,2018-03-30,Canvass,Pass,"30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: OBSERVED FRENCH BREAD STORED IN GROCERY BAGS. INSTRUCTED TO STORE FOOD ITEMS IN FOOD GRADE STORAGE BAGS OR CONTAINERS. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: INSTRUCTED TO DETAIL CLEAN THE EXTERIOR SURFACE OF THE 2-DOOR REACH-IN REFRIGERATOR TO REMOVE FOOD SPLATTER, DETAIL CLEAN THE LOWER COMPARTMENT OF THE DEEP FRYER TO REMOVE GREASE BUILDUP, AND DETAIL CLEAN THE INTERIOR SURFACE OF THE MICROWAVE TO REMOVE FOOD SPLATTER AND MAINTAIN.  | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: OBSERVED DUST DEBRIS BUILDUP ON THE AIR DUCTS AND CEILING ON THE NORTH WALL. INSTRUCTED TO DETAIL CLEAN AND MAINTAIN.",41.9533778816,-87.7188482337,"(41.95337788158545, -87.71884823371836)"
1839,2159278,KABAB GRILL INC.,KABAB GRILL,2292977.0,Restaurant,Risk 1 (High),3222 W BRYN MAWR AVE ,CHICAGO,IL,60659.0,2018-03-30,Canvass Re-Inspection,Pass,"26. ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, PROPERLY DESIGNED AND INSTALLED - Comments: HOT WATER IS NOW AVAILABLE IN THE CUSTOMER WASHROOMS. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments:  DIRTY WOOD HANDLE AT KITCHEN PREP COOLER. MUST REPLACE WITH PROPER HANDLE. 
 | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments:  INTERIOR SURFACES OF ICE MACHINE ARE NOT CLEAN. MUST CLEAN INTERIOR UPPER AND LOWER SURFACES. 
 | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: HOLES AND OPENINGS IN CEILING ABOVE WATER HEATER/ICE MACHINE AREA. MUST SMOOTHLY SEAL OPENINGS. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: LIGHTS IN PREP AREA MISSING END CAPS FOR SHIELDS. MUST INSTALL AND MAINTAIN. 
 | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments:  NO EXHAUST VENTILATION IN EITHER EAST SIDE CUSTOMER USE WASHROOM. MUST INSTALL MECHANICAL VENTILATION.--- NO AIR GAP AT DRAIN LINE FROM ICE MACHINE TO FLOOR DRAIN. MUST CREATE AIR GAP.--- FRYER NOT UNDER VENTILATION HOOD IN KITCHEN. MUST INSTALL UNDER HOOD OR REMOVE FRYER. 
",41.9831702615,-87.7097843981,"(41.98317026145857, -87.70978439814249)"
1840,2159277,RESERVOIR,RESERVOIR,1979845.0,Restaurant,Risk 1 (High),844 W MONTROSE AVE ,CHICAGO,IL,60613.0,2018-03-30,Canvass,Fail,"3. POTENTIALLY HAZARDOUS FOOD MEETS TEMPERATURE REQUIREMENT DURING STORAGE, PREPARATION DISPLAY AND SERVICE - Comments: FOUND POTENTIALLY HAZARDOUS FOOD AT IMPROPER TEMPERATURE: TWO POUND OF POTATOES SALAD AT TEMP OF 45.6F  STORED INSIDE THE PREP COOLER; FIVE POUNDS OF COOKED PORK IN A POT AT TEMP OF 44.5F TO 44.6F,STORED INSIDE THE WALK-IN COOLER.MANAGER ON DUTY DOESN'T KNOW WHEN PRODUCT WAS COOKED.
FOOD DISCARDED AND DENATURED.
POUNDS 6,VALUE 75.
CRITICAL VIOLATION:7-38-005(A) | 16. FOOD PROTECTED DURING STORAGE, PREPARATION, DISPLAY, SERVICE AND TRANSPORTATION - Comments: FOOD(ICE)NOT PROTECTED DURING STORAGE INSIDE THE ICE MACHINE.OBSERVED INTERIOR OF ICE MACHINE WATER RESERVOIR WITH BLACK SLIME SUBSTANCE DRIPPING INTO WATER RESERVOIR WHERE ICE IS MADE.ALSO BLACK SLIME WAS OBSERVED AT WHITE PANEL OF THE ICE BIN(BOTTOM PART OF UNIT),INSTRUCTED TO CLEAN,SANITIZE AND MAINTAIN,ALSO INSTRUCTED TO REMOVE ICE AND BY ICE IN BAGS FROM A REPUTABLE ESTABLISHMENT.ICE IS USED FOR HUMAN CONSUMPTION COFFEE MACHINE WITH ENCRUSTED RESIDUE AT COFFEE NOZZLE DISPENSER
SERIOUS VIOLATION:7-38-005(A) | 19. OUTSIDE GARBAGE WASTE GREASE AND STORAGE AREA; CLEAN, RODENT PROOF, ALL CONTAINERS COVERED - Comments: OUTSIDE WASTE OIL CONTAINER NOT MAINTAINED. SOLID OIL ON TOP DRIPPING ON GROUND FROM THE EDGE OF CONTAINER. INSTRUCTED TO CLEAN AND MAINTAIN AREA INCLUDED GROUND.
SERIOUS VIOLATION:7-38-020 | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: REMOVE ALUMINUM FOIL FROM SHELVES AND FROM UNDER THE CHARCOAL GRILL AND FLAT GRILL.SURFACE MUST BE SMOOTH CLEANABLE AND NON ABSORBENT SURFACE | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: ENCRUSTED FOOD AT MEAT SLICER,INSTRUCTED TO CLEAN.POP GUN WITH PINK SLIME SUBSTANCE, EXCESS BURNED FOOD UNDER THE CHARCOAL GRILL,AND GREASE  INSIDE THE BOTTOM DEEP FRYER. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: DEBRIS ON FLOOR BEHIND THE BAR UNDER WIRE AND PIPES ALSO BESIDE THE ICE MACHINE. NEED TO CLEAN AND MAINTAIN | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: OPENINGS ON CEILING TILES AROUND PIPES ABOVE EXPOSED HAND SINK IN THE KITCHEN,SEAL.SURFACE MUST BE SMOOTH,CLEANABLE AND NON-ABSORBENT SURFACE. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: LIGHT SHIELD IS NEEDED AT LIGHT IN THE KITCHEN ABOVE THE TWO DOOR REACH-IN COOLER,DEBRIS AND STAINS ON LIGHT SHIELD IN KITCHEN,CLEAN AND MAINTAIN | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: PROVIDE CALIBRATE STEM THERMOMETERS TO BE ABLE TO CHECK FOOD TEMPERATURE",41.9619266436,-87.6517203067,"(41.96192664359972, -87.65172030674927)"
1841,2159276,DUNKIN DONUTS,DUNKIN DONUTS,2283543.0,Restaurant,Risk 2 (Medium),223 W WASHINGTON ST ,CHICAGO,IL,60606.0,2018-03-30,Canvass,Pass,"35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: DOOR ATTACHEMENT AT FRONT DOOR AT CENTER OF DOOR IN POOR REPAIR, INSTRUCTED TO REPLACE.",41.8830994301,-87.6345450331,"(41.88309943005073, -87.63454503310597)"
1843,2159274,MEI SHUNG CHINESE RESTAURANT,MEI SHUNG CHINESE RESTAURANT,2528582.0,Restaurant,Risk 1 (High),5511 N BROADWAY ,CHICAGO,IL,60640.0,2018-03-30,Canvass,Pass w/ Conditions,"38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: NOTED NO EXPOSED HAND WASH SINK AT THE FRONT PREP AREA/ WAITERS STATION. INSTRUCTED TO INSTALL A HAND WASH SINK OR MOVE ALL PREP EQUIPMENT TO THE MAIN KITCHEN AREA.....NOTED LEAKING FAUCET AT THE 3 COMPARTMENT SINK. INSTRUCTED TO REPAIR AND  MAINTAIN.....NOTED A PREP SERVICE COOLER AT THE REAR BY THE HAND WASH SINK WITH NO SPLASH GUARD. INSTRUCTED TO INSTALL A SPLASH GUARD....NOTED HEAVY GREASE AND DIRT INSIDE THE VENTILATION HOOD OF THE STOVE. INSTRUCTED TO DETAIL CLEAN AND MAINTAIN. | 30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: NOTED ASSORTED FOOD ITEMS INSIDE REFRIGERATION UNITS NOT PROPERLY LABELED. INSTRUCTED TO PROPERLY LABEL ALL FOOD ITEMS WITH PRODUCT NAME AND/OR PREPARED BY DATE.  | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: NOTED CLUTTER AT REAR EXTERIOR BACK YARD OF ESTABLISHMENT AND THROUGHOUT THE BASEMENT NON FOOD DRY STORAGE AREA. INSTRUCTED TO DETAIL CLEAN, ORGANIZE AND/OR REMOVE ALL UNNECESSARY ARTICLES TO PREVENT HIDING PLACES FOR PEST. | 43. FOOD (ICE) DISPENSING UTENSILS, WASH CLOTHS PROPERLY STORED - Comments: NOTED DIRTY WASHCLOTHS SCATTERED AT PREP AREAS. INSTRUCTED TO REMOVE WASH AND STORE ALL WASHCLOTHS IN A SANITIZING SOLUTION ESPECIALLY WHEN NOT IN USE  | 2. FACILITIES TO MAINTAIN PROPER TEMPERATURE - Comments: NOTED TEMPERATURE OF SERVICE COOLER AT THE KITCHEN PREP AREA TO BE IMROPER AT 57.4F. INSTRUCTED NOT TO USE UNTIL EQUIPMENT IS MAINTAINING PROPER TEMPERATURE OF 40F AMD BELOW.
CRITICAL VIOLATION #7-38-005(A) | 3. POTENTIALLY HAZARDOUS FOOD MEETS TEMPERATURE REQUIREMENT DURING STORAGE, PREPARATION DISPLAY AND SERVICE - Comments: NOTED INTERNAL TEMPERATURE OF THE FOLLOWING POTENTIALLY HAZARDOUS FOOD ITEMS TO BE IMPROPER:- CHICKEN 45.7F, TOFU 52.9F, MIXED VEGETABLES 48.2F. MANAGER IMMEDIATELY AND VOLUNTARILY DISPOSED OD LBS OF PRODUCTS WORTH $ THROUGH DENATURING PROCESS.
CRITICAL VIOLATION 7-38-005(A)",41.9821744213,-87.6598808338,"(41.98217442127303, -87.65988083378957)"
1844,2159268,CREAMERIA LA ORDENA #1 LLC,CREAMERIA LA ORDENA #1,2589065.0,Restaurant,Risk 2 (Medium),5952-5954 S PULASKI RD ,CHICAGO,IL,60629.0,2018-03-30,License,Pass,,41.7843485313,-87.7230655011,"(41.784348531275114, -87.72306550106944)"
1845,2159266,HAROLD'S CHICKEN SHACK #14,HAROLD'S CHICKEN,2423269.0,Restaurant,Risk 2 (Medium),1208 E 53RD ST ,CHICAGO,IL,60615.0,2018-03-30,Complaint,Pass,"30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: Observed portioned, potentially hazardous foods stored in 1 door freezer near cook line. Must properly label all potentially hazardous foods with name and prep date. Must maintain same.  | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: Observed large white waste water pipe in rear of kitchen, over dry storage items. Must completely encase waste water pipe to prevent contamination. Must maintain same. ",41.7995700057,-87.5962391078,"(41.799570005698875, -87.5962391078313)"
1846,2159263,SHERATON HOTEL/TOWERS,JAVA BAR,23340.0,Restaurant,Risk 2 (Medium),301 E NORTH WATER ST ,CHICAGO,IL,60611.0,2018-03-30,Canvass,Pass,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: MUST CLEAN FLOOR UNDER AND AROUND 3-COMPARTMENT SINK.",41.8894582801,-87.6203683764,"(41.88945828010943, -87.62036837642913)"
1847,2159265,BACCI PIZZA FRANKLIN,BACCI,2428099.0,Restaurant,Risk 1 (High),162 N FRANKLIN ST ,CHICAGO,IL,60606.0,2018-03-30,Complaint,Pass w/ Conditions,"35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: OBSERVED HOLES IN WALLS IN PREP , DISH WASHING AND MOP AREA. INSTRUCTED TO SEAL ALL CRACKS AOPENINGS TO  PREVENT ANY AREAS FOR HIDING PLACES FOR PEST. | 30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: FOUND PREPACKAGED COOKIES, DESSERTS ON COUNTERS NOT LABELED. INSTRUCTED THAT ALLPREPACKAGED FOODS FOR SALE TO PUBLIC MUST BE PROPERLY LABELED WITH NAME OF BUSINEES AND INGREDIENTS OF FOOD ITEM. | 12. HAND WASHING FACILITIES: WITH SOAP AND SANITARY HAND DRYING DEVICES, CONVENIENT AND ACCESSIBLE TO FOOD PREP AREA - Comments: OBSERVED INADEQUATE HAND WASHING FACILITIES FOR STAFF. NO HAND SOAP AT BOTH FRONT PREP AREAS.ALSO NO PAPER TOWELS IN FRONT PREP AREA BEHIND CASH REGISTER. MANAGER GOT EMPLOYEE TO GO TO NEAR BY STORE AND PROVIDED  HAND SOAP AND TOWELS AT HAND SINKS-CDI. INSTRUCTED THAT HAND SINKS MUST ALWAYS BE PROVIDED WITH SOAP AND HAND DRYING DEVICE. CRITICAL VIOLATION 7-38-030 | 3. POTENTIALLY HAZARDOUS FOOD MEETS TEMPERATURE REQUIREMENT DURING STORAGE, PREPARATION DISPLAY AND SERVICE - Comments: FOUND IMPROPER COLD TEMPERATURES OF POTENTIALLY HAZARDOUS FOODS INSIDE PREP COOLERS. APPROX 1-LB OF COOKED CHICKEN BREAST AT 58.6F, AND 2-LBS OF EGG SALAD AT 53.8F. FOODS REMOVED AND DISCARDED BY MANAGER- COST APPROX $ 15.00. CDI. CRITICAL VIOLATION ISSUED 7-38-005A",41.8848722519,-87.6355372174,"(41.8848722518548, -87.63553721738893)"
1848,2159261,SHERATON CHICAGO HOTEL/TOWER,CHICAGO BURGER COMPANY,23333.0,Restaurant,Risk 1 (High),301 E NORTH WATER ST ,CHICAGO,IL,60611.0,2018-03-30,Canvass,Pass,"33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: MUST CLEAN INTERIOR OF REACH IN COOLERS.",41.8894582801,-87.6203683764,"(41.88945828010943, -87.62036837642913)"
