,Inspection ID,DBA Name,AKA Name,License #,Facility Type,Risk,Address,City,State,Zip,Inspection Date,Inspection Type,Results,Violations,Latitude,Longitude,Location
1852,2145288,WHOLE FOODS MARKET,WHOLE FOODS MARKET,2488666.0,Grocery Store,Risk 1 (High),3201-3225 N ASHLAND AVE ,CHICAGO,IL,60657.0,2018-02-22,Complaint,Pass,"30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: FOUND BULK FOOD NOT PROPERLY LABELED AT BAKERY . (FLOUR, SUGAR, ETC.) MUST LABLEL. | 31. CLEAN MULTI-USE UTENSILS AND SINGLE SERVICE ARTICLES PROPERLY STORED: NO REUSE OF SINGLE SERVICE ARTICLES - Comments: FOUND CONTAINERS AT DISHWASHING AREAS NOT STORED PROPELRY. MUST STORE INVERTED.",41.9397446157,-87.6685161011,"(41.93974461573451, -87.6685161010639)"
1861,2145257,LOTUS GARDEN,,2579333.0,Restaurant,Risk 1 (High),7254 W TOUHY AVE ,CHICAGO,IL,60631.0,2018-02-21,License,Not Ready,,42.0117715161,-87.8088036834,"(42.01177151609754, -87.80880368336393)"
1867,2145380,Weather Mark Tavern,Weather Mark Tavern,1593657.0,Restaurant,Risk 1 (High),1503 S MICHIGAN AVE ,CHICAGO,IL,60605.0,2018-02-22,Canvass,Pass,"33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: OBSERVED MINOR DEBRIS ON THE NOZZLE OF THE SODA GUN AND HOLDER BEHIND THE BAR. INSTRUCTED TO CLEAN AND MAINTAIN. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: OBSERVED RUST ON THE SHELVES LOCATED IN THE WALK IN COOLER. INSTRUCTED TO REPLACE SHELVES OR REMOVE RUST AND MAINTAIN.",41.8618311063,-87.6238791299,"(41.86183110633302, -87.62387912993134)"
1882,2145377,REBECCA K. CROWN CHLD. DEV. CT,REBECCA K. CROWN CHLD. DEV. CT,2215639.0,Daycare (2 - 6 Years),Risk 1 (High),7601 S PHILLIPS AVE ,CHICAGO,IL,60649.0,2018-02-22,License,Pass,,41.757098777,-87.5649784657,"(41.757098777020786, -87.5649784656571)"
2049,2144538,MOD PIZZA,MOD PIZZA,2559835.0,Restaurant,Risk 2 (Medium),1000 W NORTH AVE ,CHICAGO,IL,60642.0,2018-02-06,License Re-Inspection,Pass,"21. * CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE  PREPARED AND SERVED - Comments: CORRECTED | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments:  PREMISES HAS A TOP LOAD TAYLOR ICE CREAMSHAKE MACHINE. INSTRUCTED MANAGER TO PROVIDE MAINTAIN A HOT AND COLD WATER SOURCE ABOVE MACHINE FOR PROPER WASH, RINSE AND SANITIZING.",41.9109487626,-87.6531595513,"(41.910948762561205, -87.65315955127153)"
2088,2144390,ARAMARK-FIELD MUSEUM,EXPLORER CAFE,2284601.0,Restaurant,Risk 1 (High),1400 S LAKE SHORE DR ,CHICAGO,IL,60605.0,2018-02-01,Complaint,Pass,"35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: OBSERVED ACCUMULATED DUST ON THE VENTS LOCATED IN THE FOOD PREP AREA. INSTRUCTED TO CLEAN AND MAINTAIN. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: OBSERVED MOP HEADS STORED DOWNWARD INSIDE OF MOP SINK. INSTRUCTED TO STORE ALL MOP HEADS UPRIGHT AND MAINTAIN.",41.8640356398,-87.6192970692,"(41.86403563981369, -87.61929706919213)"
2279,2144363,Eurest Dining Services @ USG,Eurest Dining Services @ USG,1800576.0,Restaurant,Risk 1 (High),550 W ADAMS ST ,CHICAGO,IL,60661.0,2018-02-01,Canvass,Pass,"45. FOOD HANDLER REQUIREMENTS MET - Comments: FOOD HANDLER REQUIREMENTS NOT MET. INSTRUCTED OF THE IDPH REQUIREMENTS: ANY FOOD HANDLER WORKING IN THE CITY OF CHICAGO, UNLESS THAT PERSON HAS A VALID FOOD SERVICE SANITATION MANAGER CERTIFICATE IS REQUIRED TO MEET THE FOOD HANDLER TRAINING REQUIREMENT. IF SOMEONE WORKING IN A FACILITY THAT IS NOT A FOOD HANDLER ON A REGULAR BASIS, BUT FILLS IN AS A FOOD HANDLER WHEN NEEDED, THEY TOO MUST HAVE FOOD HANDLER TRAINING. ",41.8793927981,-87.6416261769,"(41.87939279810978, -87.64162617690114)"
2974,2145685,STELLA'S DINER,STELLA'S DINER,3769.0,Restaurant,Risk 1 (High),3042 N BROADWAY ,CHICAGO,IL,60657.0,2018-02-28,Canvass,Pass,"31. CLEAN MULTI-USE UTENSILS AND SINGLE SERVICE ARTICLES PROPERLY STORED: NO REUSE OF SINGLE SERVICE ARTICLES - Comments: FOUND FOOD CONTAINERS NOT STORED PROPERLY. MUST STORE INVERTED. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FOUND FLOORS NOT CLEAN AT MAIN KITCHEN AND BASEMENT. MUST CLEAN AND SANITIZE. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: FOUND CLUTTER STORED ON CLEAN DISK RACKS.(CLOTHES, APRONS, ETC.) MUST RELOCATE.",41.9376650345,-87.6444675204,"(41.93766503448767, -87.6444675204252)"
3001,2145735,"BIG CHICKS, INC.",BIG CHICKS,1740142.0,Restaurant,Risk 1 (High),5024 N SHERIDAN RD ,CHICAGO,IL,60640.0,2018-02-28,Canvass,No Entry,,41.9740691194,-87.6550944919,"(41.97406911941592, -87.6550944919287)"
3028,2145692,ICEBOX,ICEBOX/SOUPBOX,42172.0,Restaurant,Risk 1 (High),2943 N BROADWAY ,CHICAGO,IL,60657.0,2018-02-28,Canvass,Pass,"45. FOOD HANDLER REQUIREMENTS MET - Comments: FOUND FOODHANDLERS AT PREMISES WITH NO FOODHANDLER CERTIFICATES. MUST PROVIDE. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: FOUND TABLE AT DISWASHING AREAS NOT CLEAN. MUST CLEAN AND SANITIZE.",41.9361912587,-87.6441192648,"(41.936191258669915, -87.64411926480847)"
3035,2145710,7 PLATES CAFE,7 PLATES CAFE,1874129.0,Restaurant,Risk 1 (High),2221 N LINCOLN AVE ,CHICAGO,IL,60614.0,2018-02-28,Canvass Re-Inspection,Pass,"38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: OBSERVED EXPOSED HAND WASHING SINK DRINING SLOW IN THE KITCHEN FOOD PREP AREA. MUST REPAIR AND MAINTAIN. MUST COVER ELETRICAL OUTLET IN THE FRONT BAR AREA AND MAINTAIN. OBSERVED GREASE TRAP COVER RUSTED. MUST REPAINT OR REPLACE. | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: CORRECTED. | 18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: CORRECTED. DOOR HAS BEEN REPAIRED AND NOW RODENT PROOFED. | 19. OUTSIDE GARBAGE WASTE GREASE AND STORAGE AREA; CLEAN, RODENT PROOF, ALL CONTAINERS COVERED - Comments: CORRECTED. GRARBAGE AREA NOW ADEQUATE MAINTAINED AT THIS TIME. DUMPSTERS LIDS NOW CLOSING PROPERLY. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: SPLASHGUARDS NEEDED AT THE EXPOSED HAND WASHING SINKS IN KITCHEN FOOD PREP AREA AND REAR DISHWASHING AREA. MUST PROVIDE AND MAINTAIN. OBSERVED STAINS ON PREP TABLES CUTTING BOARDS IN THE KITCHEN FOOD PREP AREA. MUST REPLACE AND MAINTAIN. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: OBSERVED DIRT IN THE INTERIOR SURFACES OF ICE MACHINE. MUST CLEAN AND MAINTAIN. 
 | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: CORRECTED. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: OBSERVED DUST ACCUMULATED ON LIGHT SHIELD COVER IN KICHEN FOOD PREP AREA AND ABOVE DIHSWASHING AREA. MUST CLEAN AND MAINTAIN. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: CORRECTED. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: OBSERVED CLUTTER AND UUNECESSARY ARTICLE ON BASEMENT. MUST REMOVE ORGANIZE AND MAINTAIN AREA CLEAN TO PREVENT RODENT HARBORAGE. OBSERVED ITEMS NOT ELEVATED 6INCHES OFF FLOOR ON THE BASEMENT. MUST ELEVATE ITEM 6INCHES OFF FLOOR FOR THE EASE OF CLEANING AND PEST MONITORING.",41.9224779134,-87.6443990471,"(41.922477913374195, -87.64439904705058)"
3036,2145706,A TEAM SERVICES,A TEAM SERVICES,2575296.0,Mobile Food Dispenser,Risk 3 (Low),1204 W 36TH PL ,CHICAGO,IL,60609.0,2018-02-28,License,Pass,"30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: Observed incorrect license number on vehicle. Must provide license number, at least 2 inches in size on lateral sides of vehicle.  | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: Observed small leak on hose from hand sink basin to retention tank. Instructed to repair leak. Must maintain same. ",41.8280941261,-87.6558536947,"(41.82809412610231, -87.65585369468056)"
3037,2145705,VEGAN PLATE,VEGAN PLATE,2158668.0,Restaurant,Risk 1 (High),1550 W FULLERTON AVE ,CHICAGO,IL,60614.0,2018-02-28,Canvass Re-Inspection,Pass,"24. DISH WASHING FACILITIES: PROPERLY DESIGNED, CONSTRUCTED, MAINTAINED, INSTALLED, LOCATED AND OPERATED - Comments: CORRECTED. 3-COMPARTMENT SINK HAS BEEN REPAIR AND NOW DRAINS PROPERLY. | 30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: CORRECTED. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: CORRECTED. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: CORRECTED. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: CORRECTED. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: CORRECTED. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: CORRECTED. | 43. FOOD (ICE) DISPENSING UTENSILS, WASH CLOTHS PROPERLY STORED - Comments: CORRECTED. | 31. CLEAN MULTI-USE UTENSILS AND SINGLE SERVICE ARTICLES PROPERLY STORED: NO REUSE OF SINGLE SERVICE ARTICLES - Comments: MUST INVERT MULTIUSE UTENSILS ON SHELVING UNITS IN REAR KITCHEN PREP AREA.",41.925265972,-87.6677931217,"(41.92526597195811, -87.66779312170318)"
3038,2145704,HOLIDAY CLUB,HOLIDAY CLUB,2294115.0,Restaurant,Risk 1 (High),4000-4004 N SHERIDAN RD ,CHICAGO,IL,60613.0,2018-02-28,Canvass,Pass,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: BROKEN RUBBER GASKET  AT SMALL REACH-IN COOLER AND AT WHITE REACH-IN FREEZER,REPAIR AND MAINTAIN,SURFACE MUST BE SMOOTH CLEANABLE AND NON-ABSORBENT SURFACE.
DISCHARGE HOSE IS NEEDED AT POP GUN HOLDER BEHIND BAR BY THE ICE BIN.MUST PROVIDE SUCH DRAINS INTO A FLOOR DRAIN | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: GREASE INSIDE THE DEEP FRYER, SPECIALLY REAR AREA,INSTRUCTED TO CLEAN AND MAINTAIN.
PINK MINERAL BUILD-UP AT POP GUN DISPENSER BEHIND BAR,CLEAN AND MAINTAIN.
DUST BUILD-UP ON PORTABLE FANS AT NORTH SMALL BAR.CLEAN AND MAINTAIN | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FLOOR IN DISH ROOM IN POOR REPAIR:SURFACE UNEVEN,ROUGH AND NON-CLEANABLE.INSTRUCTED TO REPAIR/REPLACE SAID FLOOR.ALSO PLASTIC FLOOR INSIDE THE  WALK-IN COOLER IN  THE DISH ROOM BUBBLED UP,UNEVEN.INSTRUCTED TO REMOVE REPLACE. SURFACE MUST BE SMOOTH,CLEANABLE AND NON-ABSORBENT MATERIAL.
MISSING FLOOR TILES UNDER THE THREE COMPARTMENT SINK AT  NORTH  SMALL BAR | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: BROKEN HOLES ON  WALLS IN THE DISH ROOM BEHIND THE LOW TEMP DISH MACHINE,BEHIND SHELVES ETC.INSTRUCTED TO REPAIR/REPLACE WALL. ALSO BROKEN/MISSING CEILING AT SMALL STORAGE(INSIDE STORED CUPS ETC) BY THE DISH ROOM,REPLACE.SURFACE MUST BE SMOOTH CLEANABLE AND NON-ABSORBENT MATERIAL. EXCESS DUST AND GREASE ON PORTABLE CEILING VENT ABOVE TWO DOOR REACH-IN COOLER IN KITCHEN(SOUTH CEILING AREA)
DUST BUILD-UP ON VENT COVER  WEST SIDE OF THE NORTH SMALL BAR,CLEAN AND MAINTAIN | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: ONE COMPARTMENT SINK NEED TO BE INSTALLED ON BOTH BARS AREA

NO EXPOSED HAND SINK INSTALLED AT DISH ROOM,INSTRUCTED TO INSTALL  BOTH SINKS UNDER CITY PLUMBING CODE.PROVIDE SOAP AND PAPER TOWELS/HAND DRYING DEVICE AT EXPOSED HAND SINK IN QUESTION",41.9545326889,-87.6546930249,"(41.95453268893165, -87.65469302487033)"
